NAME,STATEFP,INTPTLAT,INTPTLON
Cooper,29,+38.8470929,-092.8100688
Coos,41,+43.1859095,-124.0941335
Coos,33,+44.6525477,-071.2894309
Coosa,01,+32.9314453,-086.2434818
Copiah,28,+31.8669151,-090.4487578
Copper River,02,+62.0344790,-143.9221674
Corozal,72,+18.3039098,-066.3261795
Corson,46,+45.6856708,-101.1796647
Cortland,36,+42.5940390,-076.0762398
Coryell,48,+31.3911774,-097.7980223
Coshocton,39,+40.2967096,-081.9301092
Costilla,08,+37.2775474,-105.4289399
Cottle,48,+34.0919063,-100.2764416
Cotton,40,+34.2906760,-098.3734379
Cottonwood,27,+44.0106386,-095.1831523
Covington,51,+37.7810603,-079.9854337
Covington,28,+31.6333310,-089.5488968
Covington,01,+31.2439873,-086.4487206
Coweta,13,+33.3528965,-084.7621381
Cowley,20,+37.2345068,-096.8372468
Cowlitz,53,+46.1967854,-122.6784596
Craig,51,+37.4736031,-080.2310507
Craig,40,+36.7638896,-095.2015531
Craighead,05,+35.8277285,-090.6314213
Crane,48,+31.4227965,-102.4877739
Craven,37,+35.1168292,-077.0813197
Crawford,17,+39.0027865,-087.7606193
Crawford,13,+32.7094283,-083.9791874
Crawford,39,+40.8485244,-082.9247827
Crawford,55,+43.2427683,-090.9351850
Crawford,29,+37.9665593,-091.3139358
Crawford,05,+35.5829594,-094.2361928
Crawford,18,+38.2894327,-086.4408711
Crawford,20,+37.5058215,-094.8538967
Crawford,19,+42.0431192,-095.3890903
Crawford,26,+44.6801748,-084.6113432
Crawford,42,+41.6878760,-080.1077950
Creek,40,+35.9073976,-096.3801769
Crenshaw,01,+31.7303106,-086.3200384
Crisp,13,+31.9202675,-083.7565301
Crittenden,21,+37.3581494,-088.1050103
Crittenden,05,+35.1975594,-090.3051195
Crockett,48,+30.7175316,-101.4042113
Crockett,47,+35.8187949,-089.1324936
Crook,41,+44.1630537,-120.3715849
Crook,56,+44.5892657,-104.5672975
Crosby,48,+33.6091440,-101.2987099
Cross,05,+35.2856921,-090.7639835
Crow Wing,27,+46.4916528,-094.0707182
Crowley,08,+38.3061801,-103.7727363
Culberson,48,+31.4459085,-104.5269447
Culebra,72,+18.3266113,-065.3077707
Cullman,01,+34.1319229,-086.8692666
Culpeper,51,+38.4859303,-077.9564759
Cumberland,17,+39.2731210,-088.2406193
Cumberland,37,+35.0501921,-078.8287187
Cumberland,51,+37.5201891,-078.2528364
Cumberland,47,+35.9523984,-084.9947614
Cumberland,34,+39.3284336,-075.1216277
Cumberland,21,+36.7823717,-085.3884841
Cumberland,23,+43.8083479,-070.3303753
Cumberland,42,+40.1648047,-077.2634419
Cuming,31,+41.9158651,-096.7885168
Currituck,37,+36.3721739,-075.9412242
Curry,35,+34.5729841,-103.3460546
Curry,41,+42.4664387,-124.2109292
Custer,08,+38.1019955,-105.3735123
Custer,16,+44.2733510,-114.2522675
Custer,31,+41.3938927,-099.7268662
Custer,46,+43.6849428,-103.4622500
Custer,40,+35.6456012,-098.9973857
Custer,30,+46.2614136,-105.5503521
Cuyahoga,39,+41.5550370,-081.6049566
Dade,29,+37.4323495,-093.8548780
Dade,13,+34.8524237,-085.5062006
Daggett,49,+40.8900990,-109.5057855
Dakota,31,+42.3916244,-096.5613270
Dakota,27,+44.6708930,-093.0624813
Dale,01,+31.4306536,-085.6094760
Dallam,48,+36.2863696,-102.5940204
Dallas,19,+41.6853205,-094.0407065
Dallas,29,+37.6835825,-093.0338146
Dallas,01,+32.3335263,-087.1143600
Dallas,05,+33.9678233,-092.6539989
Dallas,48,+32.7669866,-096.7784238
Dane,55,+43.0674684,-089.4178523
Daniels,30,+48.7944290,-105.5417385
Danville,51,+36.5833337,-079.4080707
Dare,37,+35.6062688,-075.7675364
Darke,39,+40.1314669,-084.6211906
Darlington,45,+34.3321854,-079.9621155
Dauphin,42,+40.4125646,-076.7926343
Davidson,37,+35.7951312,-080.2071070
Davidson,47,+36.1691287,-086.7847898
Davie,37,+35.9293554,-080.5425524
Daviess,21,+37.7316710,-087.0871390
Daviess,18,+38.6960898,-087.0769430
Daviess,29,+39.9628387,-093.9700530
Davis,49,+41.0375594,-112.2019434
Davis,19,+40.7480892,-092.4103453
Davison,46,+43.6804393,-098.1558683
Dawes,31,+42.7130379,-103.1354358
Dawson,13,+34.4426077,-084.1732611
Dawson,48,+32.7425280,-101.9487714
Dawson,31,+40.8678400,-099.8155833
Dawson,30,+47.2661301,-104.8982713
Day,46,+45.3551610,-097.5814295
De Baca,35,+34.3592729,-104.3686961
De Soto,22,+32.0592476,-093.7407968
De Witt,17,+40.1814993,-088.9018526
DeKalb,01,+34.4609148,-085.8040207
DeKalb,13,+33.7706611,-084.2263432
DeKalb,47,+35.9822191,-085.8335959
DeKalb,17,+41.8946125,-088.7689910
DeKalb,18,+41.3967596,-085.0026969
DeKalb,29,+39.8946645,-094.4071901
DeSoto,12,+27.1905809,-081.8062531
DeSoto,28,+34.8749217,-089.9912114
DeWitt,48,+29.0823457,-097.3616543
Deaf Smith,48,+34.9407663,-102.6075637
Dearborn,18,+39.1408973,-084.9758680
Decatur,20,+39.7835420,-100.4597084
Decatur,19,+40.7363787,-093.7845799
Decatur,18,+39.3059799,-085.4998310
Decatur,13,+30.8806431,-084.5838902
Decatur,47,+35.6031362,-088.1102917
Deer Lodge,30,+46.0946716,-113.1416236
Defiance,39,+41.3216789,-084.4864334
Del Norte,06,+41.7499033,-123.9809983
Delaware,39,+40.2789411,-083.0074622
Delaware,40,+36.3934371,-094.8081892
Delaware,19,+42.4730139,-091.3667675
Delaware,18,+40.2275433,-085.3992617
Delaware,42,+39.9166853,-075.3988178
Delaware,36,+42.1939865,-074.9667281
Delta,48,+33.3859329,-095.6733504
Delta,08,+38.8614231,-107.8650433
Delta,26,+45.8052288,-086.9019375
Denali,02,+63.6820386,-150.0270164
Dent,29,+37.6030721,-091.4897172
Denton,48,+33.2051320,-097.1211403
Denver,08,+39.7618502,-104.8811054
Des Moines,19,+40.9153393,-091.1869253
Deschutes,41,+43.9151181,-121.2255751
Desha,05,+33.8287519,-091.2441034
Deuel,46,+44.7562899,-096.6902393
Deuel,31,+41.1119026,-102.3326090
Dewey,46,+45.1480490,-100.8379534
Dewey,40,+35.9779598,-099.0143850
Dickens,48,+33.6153628,-100.7876173
Dickenson,51,+37.1367011,-082.3492199
Dickey,38,+46.1077559,-098.4965182
Dickinson,19,+43.3896107,-095.1960572
Dickinson,26,+46.0128332,-087.8661386
Dickinson,20,+38.8677353,-097.1579434
Dickson,47,+36.1455325,-087.3641546
Dillingham,02,+59.5433255,-158.2671226
Dillon,45,+34.3902087,-079.3752937
Dimmit,48,+28.4235871,-099.7658713
Dinwiddie,51,+37.0734984,-077.6354922
District of Columbia,11,+38.9042474,-077.0165167
Divide,38,+48.8147537,-103.5093256
Dixie,12,+29.5526748,-083.2362319
Dixon,31,+42.4850864,-096.8557845
Doddridge,54,+39.2643068,-080.7114979
Dodge,27,+44.0207056,-092.8693529
Dodge,13,+32.1643690,-083.1678658
Dodge,55,+43.4296276,-088.7019394
Dodge,31,+41.5770082,-096.6458524
Dolores,08,+37.7338227,-108.5062192
Doniphan,20,+39.7885021,-095.1472253
Donley,48,+34.9550364,-100.8158457
Dooly,13,+32.1519954,-083.8071670
Door,55,+45.0934165,-087.0486828
Dorado,72,+18.4743757,-066.2619727
Dorchester,45,+33.0821859,-080.4046966
Dorchester,24,+38.4291957,-076.0474333
Dougherty,13,+31.5325876,-084.2090400
Douglas,46,+43.3915064,-098.3584331
Douglas,29,+36.9465168,-092.5158918
Douglas,17,+39.7660780,-088.2228656
Douglas,32,+38.9051292,-119.6090191
Douglas,31,+41.2970908,-096.1540664
Douglas,20,+38.8964168,-095.2909475
Douglas,41,+43.2863277,-123.1544760
Douglas,13,+33.7012421,-084.7673139
Douglas,53,+47.7417625,-119.6946219
Douglas,55,+46.4632185,-091.8924773
Douglas,08,+39.3254140,-104.9259871
Douglas,27,+45.9368351,-095.4621550
Doña Ana,35,+32.3499190,-106.8349684
Drew,05,+33.5872418,-091.7227781
DuPage,17,+41.8520577,-088.0860389
Dubois,18,+38.3733441,-086.8733845
Dubuque,19,+42.4634808,-090.8787708
Duchesne,49,+40.2893927,-110.4295838
Dukes,25,+41.3809696,-070.7014995
Dundy,31,+40.1801650,-101.6811327
Dunklin,29,+36.1530246,-090.0622538
Dunn,55,+44.9477513,-091.8976451
Dunn,38,+47.3545572,-102.6123216
Duplin,37,+34.9344033,-077.9335434
Durham,37,+36.0338282,-078.8781246
Dutchess,36,+41.7548253,-073.7400136
Duval,48,+27.6811232,-098.4973933
Duval,12,+30.3352449,-081.6481132
Dyer,47,+36.0541960,-089.3983058
Eagle,08,+39.6269919,-106.6951694
Early,13,+31.3241906,-084.9067225
East Baton Rouge,22,+30.5439297,-091.0931310
East Carroll,22,+32.7301699,-091.2341409
East Feliciana,22,+30.8397837,-091.0434338
Eastern,60,-14.2681144,-170.6257058
Eastland,48,+32.3246454,-098.8365596
Eaton,26,+42.5895301,-084.8464499
Eau Claire,55,+44.7263547,-091.2864137
Echols,13,+30.7140081,-082.8973758
Ector,48,+31.8653008,-102.5425068
Eddy,35,+32.4578347,-104.3064338
Eddy,38,+47.7234355,-098.9004745
Edgar,17,+39.6790370,-087.7471102
Edgecombe,37,+35.9170773,-077.6027422
Edgefield,45,+33.7794526,-081.9596367
Edmonson,21,+37.2275136,-086.2180153
Edmunds,46,+45.4116802,-099.2053620
Edwards,48,+29.9859327,-100.3073997
Edwards,20,+37.8835945,-099.3047457
Edwards,17,+38.4170954,-088.0479408
Effingham,17,+39.0479445,-088.5928488
Effingham,13,+32.3616880,-081.3433553
El Dorado,06,+38.7856116,-120.5342245
El Paso,48,+31.7664559,-106.2415203
El Paso,08,+38.8273831,-104.5274718
Elbert,13,+34.1164153,-082.8418919
Elbert,08,+39.3151572,-104.1140759
Elk,42,+41.4273317,-078.6539366
Elk,20,+37.4560259,-096.2446421
Elkhart,18,+41.6006928,-085.8639864
Elko,32,+41.1411327,-115.3514239
Elliott,21,+38.1168826,-083.0961160
Ellis,20,+38.9145967,-099.3173133
Ellis,48,+32.3468783,-096.7969403
Ellis,40,+36.2242576,-099.7501388
Ellsworth,20,+38.7008451,-098.2053552
Elmore,16,+43.3946984,-115.4712050
Elmore,01,+32.5972290,-086.1427347
Emanuel,13,+32.5910995,-082.2997628
Emery,49,+39.0090246,-110.7210999
Emmet,26,+45.5900944,-084.9868217
Emmet,19,+43.3779844,-094.6693702
Emmons,38,+46.2842552,-100.2378424
Emporia,51,+36.6961820,-077.5359753
Erath,48,+32.2366689,-098.2205446
Erie,36,+42.7527590,-078.7781922
Erie,42,+42.1179519,-080.0963858
Erie,39,+41.3941426,-082.5868354
Escambia,01,+31.1222867,-087.1684097
Escambia,12,+30.5299979,-087.3203222
Esmeralda,32,+37.7789658,-117.6323824
Essex,51,+37.9363890,-076.9337475
Essex,36,+44.1096005,-073.7784307
Essex,50,+44.7240209,-071.7327362
Essex,34,+40.7874003,-074.2462919
Essex,25,+42.6427082,-070.8649085
Estill,21,+37.6924493,-083.9639825
Etowah,01,+34.0476407,-086.0342629
Eureka,32,+39.9777878,-116.2722082
Evangeline,22,+30.7206932,-092.4040858
Evans,13,+32.1530834,-081.8901530
Fairbanks North Star,02,+64.6704543,-146.4960611
Fairfax,51,+38.8531833,-077.2990252
Fairfax,51,+38.8295203,-077.2732524
Fairfield,45,+34.3956685,-081.1270007
Fairfield,39,+39.7476940,-082.6266850
Fajardo,72,+18.3863776,-065.5884540
Fall River,46,+43.2216189,-103.5126087
Fallon,30,+46.3181841,-104.4057182
Falls,48,+31.2519298,-096.9341275
Falls Church,51,+38.8847220,-077.1756027
Fannin,48,+33.5911611,-096.1049882
Fannin,13,+34.8665427,-084.3173308
Faribault,27,+43.6765219,-093.9472338
Faulk,46,+45.0654764,-099.1535637
Faulkner,05,+35.1465478,-092.3369277
Fauquier,51,+38.7440956,-077.8215005
Fayette,39,+39.5552462,-083.4618927
Fayette,01,+33.7161568,-087.7642923
Fayette,48,+29.8778861,-096.9212309
Fayette,19,+42.8641219,-091.8403761
Fayette,13,+33.4127172,-084.4939407
Fayette,21,+38.0406777,-084.4582721
Fayette,54,+38.0309481,-081.0860698
Fayette,17,+39.0011246,-089.0179232
Fayette,42,+39.9189072,-079.6401194
Fayette,18,+39.6396544,-085.1850337
Fayette,47,+35.1969933,-089.4138027
Fentress,47,+36.3698921,-084.9377641
Fergus,30,+47.2218156,-109.2329562
Ferry,53,+48.4732563,-118.5335894
Fillmore,27,+43.6791869,-092.0939369
Fillmore,31,+40.5250399,-097.5967053
Finney,20,+38.0498075,-100.7399674
Fisher,48,+32.7404728,-100.4031198
Flagler,12,+29.4748909,-081.2862532
Flathead,30,+48.2954221,-114.0520587
Fleming,21,+38.3678475,-083.6992045
Florence,45,+34.0285346,-079.7102329
Florence,55,+45.8718277,-088.4069879
Florida,72,+18.3686588,-066.5627337
Floyd,13,+34.2636901,-085.2136849
Floyd,51,+36.9314331,-080.3502662
Floyd,48,+34.0737305,-101.3032742
Floyd,18,+38.3180811,-085.9118469
Floyd,21,+37.5524560,-082.7397239
Floyd,19,+43.0527410,-092.7873669
Fluvanna,51,+37.8305840,-078.2834938
Foard,48,+33.9633063,-099.8168285
Fond du Lac,55,+43.7547219,-088.4932840
Ford,17,+40.5965386,-088.2245882
Ford,20,+37.6884159,-099.8847484
Forest,42,+41.5133040,-079.2497050
Forest,55,+45.6668806,-088.7733265
Forrest,28,+31.1885802,-089.2594467
Forsyth,37,+36.1324661,-080.2569608
Forsyth,13,+34.2251430,-084.1274075
Fort Bend,48,+29.5266017,-095.7710149
Foster,38,+47.4714315,-098.8728755
Fountain,18,+40.1212366,-087.2348725
Franklin,50,+44.8589643,-072.9094023
Franklin,37,+36.0882406,-078.2830903
Franklin,13,+34.3752657,-083.2275325
Franklin,16,+42.1736093,-111.8229653
Franklin,17,+37.9918516,-088.9263215
Franklin,18,+39.4097620,-085.0669641
Franklin,20,+38.5580187,-095.2789618
Franklin,48,+33.1758457,-095.2190662
Franklin,12,+29.6777939,-084.8152135
Franklin,29,+38.4130031,-091.0728320
Franklin,51,+36.6840142,-076.9413956
Franklin,51,+36.9911862,-079.8827149
Franklin,05,+35.5085579,-093.8876647
Franklin,31,+40.1832031,-098.9620800
Franklin,42,+39.9267722,-077.7245208
Franklin,01,+34.4419892,-087.8428144
Franklin,36,+44.5943758,-074.3106700
Franklin,28,+31.4777726,-090.8954573
Franklin,39,+39.9698749,-083.0090858
Franklin,21,+38.2349190,-084.8687863
Franklin,47,+35.1559259,-086.0992032
Franklin,23,+44.9767238,-070.4149354
Franklin,19,+42.7365451,-093.2714152
Franklin,53,+46.5375019,-118.9038912
Franklin,22,+32.1390764,-091.6723711
Franklin,25,+42.5845038,-072.5917921
Frederick,24,+39.4701773,-077.3976358
Frederick,51,+39.2036601,-078.2638291
Fredericksburg,51,+38.2992718,-077.4866583
Freeborn,27,+43.6742019,-093.3502887
Freestone,48,+31.7017487,-096.1449568
Fremont,56,+43.0548310,-108.6089349
Fremont,08,+38.4551697,-105.4249582
Fremont,16,+44.2180909,-111.4844290
Fremont,19,+40.7425902,-095.5991816
Fresno,06,+36.7610058,-119.6550193
Frio,48,+28.8693828,-099.1090050
Frontier,31,+40.5309469,-100.4066834
Fulton,05,+36.3813225,-091.8192849
Fulton,39,+41.5972639,-084.1242667
Fulton,17,+40.4652401,-090.2022689
Fulton,42,+39.9107505,-078.1226171
Fulton,18,+41.0503837,-086.2650060
Fulton,13,+33.7900338,-084.4681816
Fulton,21,+36.5525115,-089.1876586
Fulton,36,+43.1156093,-074.4236782
Furnas,31,+40.1922523,-099.9086366
Gadsden,12,+30.5786866,-084.6126072
Gage,31,+40.2552337,-096.6834528
Gaines,48,+32.7439423,-102.6315614
Galax,51,+36.6656397,-080.9143083
Gallatin,21,+38.7556634,-084.8651432
Gallatin,17,+37.7686768,-088.2279642
Gallatin,30,+45.5180536,-111.1639214
Gallia,39,+38.8170456,-082.3017463
Galveston,48,+29.2339273,-094.8881969
Garden,31,+41.6333638,-102.3029845
Garfield,30,+47.2671843,-106.9959912
Garfield,08,+39.5993517,-107.9097802
Garfield,31,+41.9069119,-098.9512834
Garfield,49,+37.8316634,-111.4509074
Garfield,53,+46.4293176,-117.5367052
Garfield,40,+36.3781319,-097.7887411
Garland,05,+34.5788522,-093.1469323
Garrard,21,+37.6301619,-084.5458557
Garrett,24,+39.5472985,-079.2746192
Garvin,40,+34.7093497,-097.3127230
Garza,48,+33.1837920,-101.3011341
Gasconade,29,+38.4411826,-091.5057795
Gaston,37,+35.2933443,-081.1772556
Gates,37,+36.4421353,-076.7023552
Geary,20,+39.0021387,-096.7680996
Geauga,39,+41.4993217,-081.1735054
Gem,16,+44.0614727,-116.3987839
Genesee,26,+43.0210768,-083.7063718
Genesee,36,+43.0009096,-078.1927784
Geneva,01,+31.0923822,-085.8210224
Gentry,29,+40.2081271,-094.4053211
George,28,+30.8554305,-088.6422679
Georgetown,45,+33.4175309,-079.2963325
Gibson,18,+38.3173981,-087.5805231
Gibson,47,+35.9916316,-088.9338117
Gila,04,+33.7896177,-110.8118696
Gilchrist,12,+29.7234556,-082.7958011
Giles,47,+35.2027228,-087.0353190
Giles,51,+37.3180719,-080.6983210
Gillespie,48,+30.3250929,-098.9418498
Gilliam,41,+45.3829550,-120.2762460
Gilmer,54,+38.9158671,-080.8494132
Gilmer,13,+34.6905232,-084.4548113
Gilpin,08,+39.8611555,-105.5288778
Glacier,30,+48.7056706,-112.9905023
Glades,12,+26.9548102,-081.1908197
Gladwin,26,+43.9897504,-084.3898162
Glascock,13,+33.2274908,-082.6069126
Glasscock,48,+31.8680062,-101.5214944
Glenn,06,+39.6025462,-122.4016998
Gloucester,51,+37.4035413,-076.5235051
Gloucester,34,+39.7228745,-075.1456793
Glynn,13,+31.2127098,-081.4964503
Gogebic,26,+46.4880535,-089.7883140
Golden Valley,30,+46.3806243,-109.1745855
Golden Valley,38,+46.9389237,-103.8446117
Goliad,48,+28.6607000,-097.4304145
Gonzales,48,+29.4619121,-097.4919205
Goochland,51,+37.7188141,-077.9176263
Goodhue,27,+44.4061779,-092.7160003
Gooding,16,+42.9731849,-114.8214203
Gordon,13,+34.5096669,-084.8738622
Goshen,56,+42.0894553,-104.3535403
Gosper,31,+40.5090947,-099.8232058
Gove,20,+38.9172385,-100.4873598
Grady,13,+30.8759004,-084.2449647
Grady,40,+35.0210581,-097.8868902
Grafton,33,+43.9264391,-071.8424242
Graham,20,+39.3549716,-099.8798939
Graham,37,+35.3483644,-083.8309147
Graham,04,+32.9318277,-109.8783103
Grainger,47,+36.2775091,-083.5095458
Grand,49,+38.9743261,-109.5734502
Grand,08,+40.1130652,-106.1108366
Grand Forks,38,+47.9260026,-097.4508510
Grand Isle,50,+44.8017867,-073.3007590
Grand Traverse,26,+44.7186875,-085.5538484
Granite,30,+46.3959554,-113.4273564
Grant,22,+31.5977873,-092.5617156
Grant,35,+32.7320870,-108.3815043
Grant,41,+44.4963261,-119.0140572
Grant,21,+38.6491670,-084.6259245
Grant,18,+40.5157575,-085.6549455
Grant,54,+39.1059882,-079.1950640
Grant,31,+41.9139574,-101.7559645
Grant,38,+46.3578269,-101.6390494
Grant,27,+45.9307426,-096.0106987
Grant,05,+34.2855683,-092.4229794
Grant,53,+47.2136328,-119.4677880
Grant,40,+36.7882544,-097.7881508
Grant,55,+42.8700275,-090.6942288
Grant,20,+37.5475370,-101.2993622
Grant,46,+45.1726366,-096.7722606
Granville,37,+36.2998840,-078.6576338
Gratiot,26,+43.2923259,-084.6046900
Graves,21,+36.7233435,-088.6498974
Gray,48,+35.4025424,-100.8123736
Gray,20,+37.7445134,-100.4517163
Grays Harbor,53,+47.1137324,-123.8267349
Grayson,48,+33.6245482,-096.6757774
Grayson,51,+36.6522288,-081.2153240
Grayson,21,+37.4585771,-086.3440114
Greater Bridgeport,09,+41.1845583,-073.2094009
Greeley,31,+41.5675626,-098.5305674
Greeley,20,+38.4804041,-101.8059697
Green,21,+37.2780653,-085.5379248
Green,55,+42.6755218,-089.6050743
Green Lake,55,+43.7802469,-088.9703796
Greenbrier,54,+37.9244177,-080.4505897
Greene,42,+39.8477067,-080.2256552
Greene,01,+32.8444965,-087.9642005
Greene,36,+42.2869702,-074.1495421
Greene,51,+38.2979805,-078.4701629
Greene,18,+39.0471466,-087.0047712
Greene,39,+39.6874785,-083.8948943
Greene,17,+39.3554391,-090.3876823
Greene,47,+36.1794867,-082.8475235
Greene,28,+31.2128455,-088.6348108
Greene,37,+35.4819590,-077.6816876
Greene,05,+36.1206072,-090.5663459
Greene,13,+33.5767036,-083.1666253
Greene,29,+37.2581957,-093.3406409
Greene,19,+42.0425128,-094.3887271
Greenlee,04,+33.2388723,-109.2423231
Greensville,51,+36.6803363,-077.5602774
Greenup,21,+38.5635616,-082.9338199
Greenville,45,+34.8926452,-082.3720772
Greenwood,20,+37.8793472,-096.2417321
Greenwood,45,+34.1557959,-082.1278759
Greer,40,+34.9338533,-099.5529675
Gregg,48,+32.4864014,-094.8162768
Gregory,46,+43.1751423,-099.2065908
Grenada,28,+33.7700310,-089.8027405
Griggs,38,+47.4563342,-098.2322863
Grimes,48,+30.5432314,-095.9880820
Grundy,47,+35.3933519,-085.7103737
Grundy,29,+40.1125409,-093.5650538
Grundy,17,+41.2924096,-088.4010545
Grundy,19,+42.4033387,-092.7902437
Guadalupe,48,+29.5826714,-097.9489953
Guadalupe,35,+34.8697822,-104.7849677
Guam,66,+13.4382885,+144.7729494
Guayama,72,+17.9739287,-066.1374675
Guayanilla,72,+18.0053378,-066.7982933
Guaynabo,72,+18.3443567,-066.1140555
Guernsey,39,+40.0566648,-081.4978750
Guilford,37,+36.0790650,-079.7886652
Gulf,12,+29.8592383,-085.2720125
Gunnison,08,+38.6704993,-107.0568798
Gurabo,72,+18.2725815,-065.9811768
Guthrie,19,+41.6835728,-094.5012723
Guánica,72,+17.9480521,-066.9229889
Gwinnett,13,+33.9587564,-084.0257351
Haakon,46,+44.2880971,-101.5408561
Habersham,13,+34.6343924,-083.5258749
Haines,02,+59.0984037,-135.5757906
Hale,48,+34.0684364,-101.8228879
Hale,01,+32.7527958,-087.6230608
Halifax,37,+36.2514375,-077.6448423
Halifax,51,+36.7664610,-078.9396142
Hall,13,+34.3175689,-083.8184997
Hall,48,+34.4531894,-100.5763434
Hall,31,+40.8660265,-098.5026645
Hamblen,47,+36.2183967,-083.2660711
Hamilton,47,+35.1634720,-085.2018432
Hamilton,20,+37.9952438,-101.7936887
Hamilton,18,+40.0535128,-086.0217090
Hamilton,36,+43.6578786,-074.5024556
Hamilton,17,+38.0852273,-088.5390093
Hamilton,12,+30.4984382,-082.9511163
Hamilton,39,+39.1969272,-084.5441868
Hamilton,48,+31.7073424,-098.1117562
Hamilton,19,+42.3907886,-093.7091296
Hamilton,31,+40.8728173,-098.0223294
Hamlin,46,+44.6806187,-097.1785980
Hampden,25,+42.1361975,-072.6356476
Hampshire,25,+42.3394593,-072.6636936
Hampshire,54,+39.3121395,-078.6119886
Hampton,45,+32.7783341,-081.1438217
Hampton,51,+37.0479606,-076.2972931
Hancock,39,+41.0002170,-083.6659471
Hancock,17,+40.4013180,-091.1688008
Hancock,19,+43.0754105,-093.7436965
Hancock,13,+33.2692195,-083.0004653
Hancock,54,+40.5169584,-080.5701643
Hancock,18,+39.8225286,-085.7731503
Hancock,21,+37.8433252,-086.7927612
Hancock,28,+30.3916415,-089.4827905
Hancock,47,+36.5213528,-083.2274928
Hancock,23,+44.5649063,-068.3707034
Hand,46,+44.5467133,-099.0045751
Hanover,51,+37.7602149,-077.4913168
Hansford,48,+36.2728469,-101.3569304
Hanson,46,+43.6806116,-097.7968454
Haralson,13,+33.7951646,-085.2200629
Hardee,12,+27.4928458,-081.8215798
Hardeman,47,+35.2187853,-088.9886970
Hardeman,48,+34.2899036,-099.7456973
Hardin,17,+37.5178517,-088.2661478
Hardin,47,+35.2018926,-088.1856958
Hardin,19,+42.3902079,-093.2416690
Hardin,48,+30.3296483,-094.3931782
Hardin,21,+37.6958356,-085.9631827
Hardin,39,+40.6604152,-083.6640773
Harding,35,+35.8593523,-103.8534243
Harding,46,+45.5966105,-103.4738711
Hardy,54,+39.0113612,-078.8417292
Harford,24,+39.5374292,-076.2997894
Harlan,21,+36.8592233,-083.2214968
Harlan,31,+40.1787663,-099.4034177
Harmon,40,+34.7459710,-099.8441936
Harnett,37,+35.3686603,-078.8716648
Harney,41,+43.0644492,-118.9871695
Harper,40,+36.8003504,-099.6628052
Harper,20,+37.1881840,-098.0665901
Harris,13,+32.7315494,-084.9124320
Harris,48,+29.8572730,-095.3930371
Harrison,21,+38.4445776,-084.3341313
Harrison,19,+41.6885844,-095.8271491
Harrison,48,+32.5479914,-094.3744344
Harrison,29,+40.3456200,-093.9925818
Harrison,39,+40.2923175,-081.0915651
Harrison,54,+39.2791820,-080.3864982
Harrison,18,+38.1864535,-086.1037661
Harrison,28,+30.4165357,-089.0833762
Harrisonburg,51,+38.4362547,-078.8733028
Hart,13,+34.3487328,-082.9632900
Hart,21,+37.3058265,-085.8784426
Hartley,48,+35.8402444,-102.6100473
Harvey,20,+38.0501436,-097.4367065
Haskell,48,+33.1759638,-099.7307740
Haskell,20,+37.5549790,-100.8799515
Haskell,40,+35.2324314,-095.1096421
Hatillo,72,+18.4411409,-066.7982102
Hawaii,15,+19.5977643,-155.5024434
Hawkins,47,+36.4520892,-082.9314850
Hayes,31,+40.5372337,-101.0479627
Hays,48,+30.0612247,-098.0292673
Haywood,47,+35.5866782,-089.2826913
Haywood,37,+35.5588823,-082.9813074
Heard,13,+33.2913469,-085.1378862
Hemphill,48,+35.8159564,-100.2792102
Hempstead,05,+33.7359530,-093.6643553
Henderson,48,+32.2116334,-095.8534183
Henderson,21,+37.7925421,-087.5725767
Henderson,47,+35.6539945,-088.3876742
Henderson,37,+35.3364267,-082.4795828
Henderson,17,+40.8144710,-090.9412464
Hendricks,18,+39.7689632,-086.5099075
Hendry,12,+26.5399670,-081.1521142
Hennepin,27,+45.0061209,-093.4752279
Henrico,51,+37.4375205,-077.3003330
Henry,29,+38.3864909,-093.7926278
Henry,51,+36.6206119,-079.9806618
Henry,39,+41.3315843,-084.0688996
Henry,18,+39.9295911,-085.3973629
Henry,13,+33.4529466,-084.1540207
Henry,47,+36.3252950,-088.3002878
Henry,17,+41.3500209,-090.1308378
Henry,21,+38.4513829,-085.1196472
Henry,19,+40.9848025,-091.5472594
Henry,01,+31.5169779,-085.2399712
Herkimer,36,+43.5710090,-074.8410968
Hernando,12,+28.5559951,-082.5259685
Hertford,37,+36.3635174,-076.9816160
Hettinger,38,+46.4357038,-102.4542380
Hickman,47,+35.8023275,-087.4671159
Hickman,21,+36.6758960,-088.9720844
Hickory,29,+37.9369099,-093.3229883
Hidalgo,48,+26.3963839,-098.1809900
Hidalgo,35,+31.8980519,-108.7519293
Highland,39,+39.1844221,-083.6013590
Highland,51,+38.3662431,-079.5644718
Highlands,12,+27.3410799,-081.3423534
Hill,48,+31.9826809,-097.1306680
Hill,30,+48.6319595,-110.1063210
Hillsborough,33,+42.9115317,-071.7230554
Hillsborough,12,+27.8931535,-082.3799907
Hillsdale,26,+41.9274606,-084.6374794
Hinds,28,+32.2677879,-090.4660171
Hinsdale,08,+37.8115187,-107.3839736
Hitchcock,31,+40.1768964,-101.0442170
Hocking,39,+39.4903424,-082.4834473
Hockley,48,+33.6059320,-102.3433978
Hodgeman,20,+38.0874927,-099.8984067
Hoke,37,+35.0172328,-079.2419635
Holmes,28,+33.1259415,-090.0911968
Holmes,12,+30.8620072,-085.8159385
